playerID,year,games,passYds,passTDs,ints,compPct,rec,recYds,recTDs,rshAtt,rshYds,rshTDs
00-0035676,2019,16,0.0,0.0,0.0,0.0,52.0,1051.0,8.0,3.0,60.0,1.0
00-0035676,2020,14,0.0,0.0,0.0,0.0,70.0,1075.0,12.0,0.0,0.0,0.0
00-0035676,2021,13,0.0,0.0,0.0,0.0,63.0,869.0,5.0,2.0,10.0,0.0
00-0035676,2022,17,0.0,0.0,0.0,0.0,88.0,1496.0,12.0,0.0,0.0,0.0
00-0035676,2023,17,0.0,0.0,0.0,0.0,106.0,1456.0,8.0,0.0,0.0,0.0
00-0031609,2016,6,0.0,0.0,0.0,0.0,16.0,160.0,0.0,0.0,0.0,0.0
00-0031609,2017,9,0.0,0.0,0.0,0.0,21.0,244.0,2.0,0.0,0.0,0.0
00-0031609,2018,3,0.0,0.0,0.0,0.0,3.0,48.0,1.0,0.0,0.0,0.0
00-0036265,2020,9,0.0,0.0,0.0,0.0,2.0,21.0,0.0,46.0,242.0,2.0
00-0036265,2021,17,0.0,0.0,0.0,0.0,34.0,313.0,2.0,187.0,803.0,5.0
00-0036265,2022,17,0.0,0.0,0.0,0.0,28.0,206.0,0.0,186.0,770.0,7.0
00-0036265,2023,15,0.0,0.0,0.0,0.0,22.0,223.0,0.0,178.0,613.0,2.0
00-0027942,2012,16,0.0,0.0,0.0,0.0,97.0,1350.0,12.0,4.0,38.0,0.0
00-0027942,2013,16,0.0,0.0,0.0,0.0,98.0,1426.0,12.0,0.0,0.0,0.0
00-0027942,2014,12,0.0,0.0,0.0,0.0,69.0,1041.0,8.0,2.0,2.0,0.0
00-0027942,2015,16,0.0,0.0,0.0,0.0,86.0,1297.0,10.0,0.0,0.0,0.0
00-0027942,2016,10,0.0,0.0,0.0,0.0,66.0,964.0,4.0,0.0,0.0,0.0
00-0027942,2017,16,0.0,0.0,0.0,0.0,75.0,1086.0,8.0,0.0,0.0,0.0
00-0027942,2018,9,0.0,0.0,0.0,0.0,46.0,694.0,7.0,0.0,0.0,0.0
00-0027942,2020,16,0.0,0.0,0.0,0.0,47.0,523.0,2.0,0.0,0.0,0.0
00-0027942,2021,16,0.0,0.0,0.0,0.0,54.0,848.0,3.0,0.0,0.0,0.0
00-0027942,2022,13,0.0,0.0,0.0,0.0,24.0,238.0,2.0,0.0,0.0,0.0
00-0029654,2012,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0029654,2013,7,0.0,0.0,0.0,0.0,8.0,130.0,0.0,2.0,6.0,0.0
00-0029654,2014,7,0.0,0.0,0.0,0.0,9.0,93.0,0.0,2.0,-2.0,0.0
00-0038612,2023,8,0.0,0.0,0.0,0.0,12.0,246.0,4.0,0.0,0.0,0.0
00-0031288,2015,7,791.0,7.0,2.0,0.603,0.0,0.0,0.0,9.0,37.0,0.0
00-0031288,2017,2,57.0,0.0,0.0,0.467,0.0,0.0,0.0,0.0,0.0,0.0
00-0031288,2019,2,182.0,0.0,1.0,0.5,0.0,0.0,0.0,5.0,39.0,1.0
00-0031288,2020,1,8.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
00-0031288,2023,2,10.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0
00-0032441,2016,8,0.0,0.0,0.0,0.0,7.0,88.0,0.0,0.0,0.0,0.0
00-0030540,2013,11,0.0,0.0,0.0,0.0,37.0,519.0,4.0,0.0,0.0,0.0
00-0030540,2014,4,0.0,0.0,0.0,0.0,3.0,38.0,0.0,0.0,0.0,0.0
00-0030540,2015,6,0.0,0.0,0.0,0.0,13.0,141.0,0.0,0.0,0.0,0.0
00-0033293,2017,10,0.0,0.0,0.0,0.0,9.0,22.0,0.0,81.0,448.0,4.0
00-0033293,2018,12,0.0,0.0,0.0,0.0,26.0,206.0,1.0,133.0,728.0,8.0
00-0033293,2019,16,0.0,0.0,0.0,0.0,49.0,474.0,3.0,236.0,1084.0,16.0
00-0033293,2020,14,0.0,0.0,0.0,0.0,47.0,355.0,2.0,202.0,1104.0,9.0
00-0033293,2021,15,0.0,0.0,0.0,0.0,52.0,391.0,6.0,171.0,799.0,4.0
00-0033293,2022,17,0.0,0.0,0.0,0.0,59.0,397.0,5.0,213.0,1121.0,2.0
00-0033293,2023,11,0.0,0.0,0.0,0.0,30.0,233.0,1.0,142.0,656.0,2.0
00-0023459,2012,16,4004.0,39.0,8.0,0.615,1.0,-1.0,0.0,41.0,276.0,2.0
00-0023459,2013,9,2419.0,18.0,6.0,0.621,0.0,0.0,0.0,21.0,130.0,0.0
00-0023459,2014,16,4207.0,38.0,5.0,0.621,0.0,0.0,0.0,33.0,283.0,2.0
00-0023459,2015,16,3510.0,34.0,8.0,0.559,0.0,0.0,0.0,47.0,356.0,1.0
00-0023459,2016,16,4184.0,41.0,7.0,0.622,0.0,0.0,0.0,52.0,388.0,4.0
00-0023459,2017,7,1507.0,18.0,6.0,0.59,0.0,0.0,0.0,19.0,131.0,0.0
00-0023459,2018,16,4093.0,25.0,2.0,0.575,0.0,0.0,0.0,39.0,276.0,2.0
00-0023459,2019,16,3722.0,26.0,4.0,0.583,0.0,0.0,0.0,29.0,204.0,1.0
00-0023459,2020,16,4117.0,49.0,5.0,0.685,1.0,-6.0,0.0,29.0,157.0,3.0
00-0023459,2021,16,3927.0,37.0,4.0,0.655,1.0,-4.0,0.0,21.0,114.0,3.0
00-0023459,2022,17,3441.0,27.0,12.0,0.609,0.0,0.0,0.0,20.0,110.0,1.0
00-0023459,2023,1,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0030550,2013,15,21.0,1.0,0.0,1.0,51.0,484.0,1.0,2.0,4.0,0.0
00-0030550,2014,6,0.0,0.0,0.0,0.0,6.0,55.0,0.0,0.0,0.0,0.0
00-0032009,2015,11,0.0,0.0,0.0,0.0,27.0,260.0,2.0,0.0,0.0,0.0
00-0032009,2016,15,0.0,0.0,0.0,0.0,55.0,624.0,2.0,5.0,18.0,0.0
00-0032009,2017,16,0.0,0.0,0.0,0.0,61.0,625.0,1.0,1.0,6.0,0.0
00-0032009,2018,16,0.0,0.0,0.0,0.0,76.0,816.0,6.0,2.0,11.0,0.0
00-0032009,2019,12,0.0,0.0,0.0,0.0,37.0,374.0,2.0,1.0,1.0,0.0
00-0032009,2020,7,0.0,0.0,0.0,0.0,23.0,228.0,2.0,0.0,0.0,0.0
00-0032009,2021,17,0.0,0.0,0.0,0.0,41.0,383.0,0.0,0.0,0.0,0.0
00-0033896,2017,6,0.0,0.0,0.0,0.0,12.0,127.0,3.0,0.0,0.0,0.0
00-0033896,2018,3,0.0,0.0,0.0,0.0,5.0,50.0,1.0,0.0,0.0,0.0
00-0033896,2019,7,0.0,0.0,0.0,0.0,9.0,76.0,0.0,0.0,0.0,0.0
00-0033896,2020,13,0.0,0.0,0.0,0.0,12.0,150.0,3.0,0.0,0.0,0.0
00-0033896,2021,7,0.0,0.0,0.0,0.0,12.0,110.0,0.0,0.0,0.0,0.0
00-0030035,2014,6,0.0,0.0,0.0,0.0,8.0,137.0,1.0,0.0,0.0,0.0
00-0030035,2015,9,0.0,0.0,0.0,0.0,12.0,144.0,0.0,4.0,89.0,0.0
00-0030035,2016,16,0.0,0.0,0.0,0.0,69.0,967.0,5.0,2.0,15.0,0.0
00-0030035,2017,16,0.0,0.0,0.0,0.0,91.0,1276.0,4.0,1.0,11.0,0.0
00-0030035,2018,16,0.0,0.0,0.0,0.0,113.0,1375.0,9.0,5.0,30.0,0.0
00-0030035,2019,10,0.0,0.0,0.0,0.0,30.0,422.0,6.0,4.0,6.0,1.0
00-0030035,2020,15,0.0,0.0,0.0,0.0,74.0,925.0,14.0,3.0,15.0,0.0
00-0030035,2021,13,0.0,0.0,0.0,0.0,67.0,726.0,10.0,1.0,2.0,0.0
00-0030035,2022,17,0.0,0.0,0.0,0.0,70.0,718.0,6.0,1.0,4.0,0.0
00-0030035,2023,17,0.0,0.0,0.0,0.0,103.0,1016.0,4.0,1.0,6.0,0.0
00-0036422,2020,10,0.0,0.0,0.0,0.0,15.0,171.0,1.0,0.0,0.0,0.0
00-0036422,2021,11,0.0,0.0,0.0,0.0,27.0,263.0,2.0,0.0,0.0,0.0
00-0036422,2022,12,0.0,0.0,0.0,0.0,18.0,207.0,1.0,0.0,0.0,0.0
00-0036422,2023,15,0.0,0.0,0.0,0.0,22.0,204.0,3.0,0.0,0.0,0.0
00-0025394,2012,16,0.0,0.0,0.0,0.0,40.0,217.0,1.0,349.0,2099.0,12.0
00-0025394,2013,14,0.0,0.0,0.0,0.0,29.0,171.0,1.0,279.0,1266.0,10.0
00-0025394,2014,1,0.0,0.0,0.0,0.0,2.0,18.0,0.0,21.0,75.0,0.0
00-0025394,2015,16,0.0,0.0,0.0,0.0,30.0,222.0,0.0,327.0,1485.0,11.0
00-0025394,2016,3,0.0,0.0,0.0,0.0,3.0,8.0,0.0,37.0,72.0,0.0
00-0025394,2017,6,0.0,0.0,0.0,0.0,11.0,70.0,0.0,156.0,529.0,2.0
00-0025394,2018,16,0.0,0.0,0.0,0.0,20.0,208.0,1.0,251.0,1042.0,7.0
00-0025394,2019,15,0.0,0.0,0.0,0.0,17.0,142.0,0.0,211.0,898.0,5.0
00-0025394,2020,16,0.0,0.0,0.0,0.0,12.0,101.0,0.0,156.0,604.0,7.0
00-0025394,2021,3,0.0,0.0,0.0,0.0,4.0,8.0,0.0,38.0,98.0,2.0
00-0025637,2012,14,0.0,0.0,0.0,0.0,23.0,245.0,0.0,221.0,1015.0,6.0
00-0025637,2013,3,0.0,0.0,0.0,0.0,7.0,42.0,0.0,41.0,186.0,2.0
00-0025637,2014,10,0.0,0.0,0.0,0.0,38.0,300.0,6.0,90.0,425.0,2.0
00-0025637,2015,6,0.0,0.0,0.0,0.0,10.0,64.0,3.0,31.0,85.0,0.0
00-0038579,2023,11,2045.0,12.0,7.0,0.58,0.0,0.0,0.0,11.0,17.0,1.0
00-0031743,2015,7,0.0,0.0,0.0,0.0,6.0,39.0,0.0,17.0,96.0,0.0
00-0031743,2016,6,0.0,0.0,0.0,0.0,3.0,29.0,0.0,20.0,109.0,0.0
00-0031743,2017,7,0.0,0.0,0.0,0.0,4.0,31.0,0.0,8.0,23.0,0.0
00-0032745,2017,5,0.0,0.0,0.0,0.0,5.0,58.0,0.0,0.0,0.0,0.0
00-0032745,2018,4,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0
00-0036423,2020,4,0.0,0.0,0.0,0.0,11.0,121.0,1.0,0.0,0.0,0.0
00-0036423,2021,13,0.0,0.0,0.0,0.0,33.0,330.0,2.0,0.0,0.0,0.0
00-0036423,2022,6,0.0,0.0,0.0,0.0,10.0,95.0,1.0,0.0,0.0,0.0
00-0036423,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0030669,2014,7,0.0,0.0,0.0,0.0,16.0,260.0,0.0,0.0,0.0,0.0
00-0030669,2015,14,0.0,0.0,0.0,0.0,35.0,451.0,3.0,5.0,26.0,0.0
00-0030669,2016,14,0.0,0.0,0.0,0.0,31.0,268.0,2.0,2.0,50.0,1.0
00-0030669,2017,13,0.0,0.0,0.0,0.0,42.0,554.0,3.0,3.0,6.0,0.0
00-0030669,2018,7,52.0,1.0,0.0,1.0,26.0,391.0,4.0,8.0,16.0,0.0
00-0030669,2019,13,10.0,0.0,0.0,0.333,43.0,351.0,1.0,5.0,45.0,0.0
00-0030669,2021,10,-1.0,0.0,0.0,0.0,25.0,213.0,0.0,4.0,17.0,0.0
00-0028116,2012,9,0.0,0.0,0.0,0.0,11.0,237.0,3.0,1.0,14.0,0.0
00-0028116,2013,13,0.0,0.0,0.0,0.0,18.0,365.0,2.0,3.0,-4.0,0.0
00-0028116,2014,2,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
00-0028116,2016,13,0.0,0.0,0.0,0.0,20.0,323.0,2.0,0.0,0.0,0.0
00-0028116,2017,14,0.0,0.0,0.0,0.0,19.0,260.0,2.0,0.0,0.0,0.0
00-0028116,2018,14,0.0,0.0,0.0,0.0,17.0,231.0,5.0,0.0,0.0,0.0
00-0037664,2022,16,0.0,0.0,0.0,0.0,41.0,593.0,2.0,0.0,0.0,0.0
00-0037664,2023,17,0.0,0.0,0.0,0.0,32.0,514.0,2.0,0.0,0.0,0.0
00-0033296,2018,8,0.0,0.0,0.0,0.0,1.0,5.0,0.0,9.0,15.0,2.0
00-0033296,2020,12,0.0,0.0,0.0,0.0,5.0,18.0,0.0,6.0,9.0,0.0
00-0033296,2021,5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,21.0,0.0
00-0033296,2023,3,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0
00-0032426,2016,9,0.0,0.0,0.0,0.0,11.0,84.0,0.0,31.0,125.0,1.0
00-0032426,2017,15,0.0,0.0,0.0,0.0,23.0,187.0,0.0,212.0,973.0,6.0
00-0032426,2018,10,0.0,0.0,0.0,0.0,15.0,105.0,1.0,114.0,411.0,7.0
00-0032426,2021,11,0.0,0.0,0.0,0.0,9.0,87.0,0.0,108.0,411.0,2.0
00-0032864,2016,3,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0
00-0032543,2016,6,0.0,0.0,0.0,0.0,6.0,71.0,0.0,0.0,0.0,0.0
00-0032543,2017,10,0.0,0.0,0.0,0.0,12.0,180.0,2.0,5.0,16.0,0.0
00-0032543,2018,11,0.0,0.0,0.0,0.0,20.0,167.0,0.0,3.0,22.0,0.0
00-0032543,2019,15,26.0,0.0,0.0,1.0,43.0,529.0,1.0,5.0,33.0,0.0
00-0032543,2020,9,0.0,0.0,0.0,0.0,12.0,139.0,0.0,5.0,7.0,0.0
00-0032543,2021,4,0.0,0.0,0.0,0.0,3.0,55.0,0.0,0.0,0.0,0.0
00-0032543,2023,8,0.0,0.0,0.0,0.0,16.0,227.0,1.0,0.0,0.0,0.0
00-0028034,2012,11,0.0,0.0,0.0,0.0,18.0,125.0,0.0,135.0,464.0,0.0
00-0028034,2013,4,0.0,0.0,0.0,0.0,2.0,8.0,0.0,11.0,35.0,0.0
00-0023436,2012,10,1600.0,13.0,5.0,0.632,0.0,0.0,0.0,22.0,142.0,0.0
00-0023436,2013,15,3103.0,23.0,7.0,0.567,1.0,-4.0,0.0,64.0,440.0,1.0
00-0023436,2014,15,3036.0,18.0,6.0,0.593,0.0,0.0,0.0,43.0,258.0,1.0
00-0023436,2015,16,3255.0,21.0,7.0,0.593,0.0,0.0,0.0,72.0,510.0,2.0
00-0023436,2016,15,3366.0,16.0,8.0,0.633,1.0,3.0,0.0,32.0,150.0,5.0
00-0023436,2017,15,3835.0,26.0,5.0,0.631,0.0,0.0,0.0,53.0,366.0,1.0
00-0023436,2018,10,2059.0,11.0,5.0,0.587,0.0,0.0,0.0,36.0,173.0,1.0
00-0023436,2020,8,1443.0,6.0,8.0,0.613,0.0,0.0,0.0,4.0,9.0,0.0
00-0029623,2015,1,65.0,1.0,0.0,0.588,0.0,0.0,0.0,0.0,0.0,0.0
00-0029623,2019,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0035104,2019,2,0.0,0.0,0.0,0.0,2.0,46.0,0.0,0.0,0.0,0.0
00-0034972,2019,13,0.0,0.0,0.0,0.0,10.0,82.0,0.0,100.0,462.0,1.0
00-0034972,2020,13,0.0,0.0,0.0,0.0,13.0,125.0,1.0,96.0,434.0,2.0
00-0034972,2021,16,0.0,0.0,0.0,0.0,32.0,228.0,1.0,135.0,491.0,3.0
00-0034972,2022,17,0.0,0.0,0.0,0.0,15.0,91.0,1.0,74.0,283.0,5.0
00-0034972,2023,16,0.0,0.0,0.0,0.0,30.0,192.0,3.0,180.0,700.0,0.0
00-0027346,2012,2,0.0,0.0,0.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0
00-0027346,2013,8,0.0,0.0,0.0,0.0,10.0,68.0,0.0,18.0,54.0,1.0
00-0027346,2014,3,0.0,0.0,0.0,0.0,3.0,11.0,0.0,7.0,19.0,0.0
00-0031075,2014,16,0.0,0.0,0.0,0.0,15.0,113.0,1.0,169.0,528.0,2.0
00-0031075,2015,14,0.0,0.0,0.0,0.0,15.0,109.0,1.0,183.0,698.0,2.0
00-0031075,2016,14,0.0,0.0,0.0,0.0,12.0,40.0,0.0,100.0,420.0,1.0
00-0031075,2017,8,0.0,0.0,0.0,0.0,7.0,54.0,0.0,71.0,262.0,1.0
00-0031075,2018,16,0.0,0.0,0.0,0.0,20.0,154.0,0.0,150.0,499.0,2.0
00-0029141,2012,16,0.0,0.0,0.0,0.0,11.0,77.0,0.0,335.0,1613.0,13.0
00-0029141,2013,16,0.0,0.0,0.0,0.0,9.0,78.0,0.0,276.0,1275.0,7.0
00-0029141,2014,16,0.0,0.0,0.0,0.0,17.0,155.0,0.0,265.0,1074.0,8.0
00-0029141,2015,16,0.0,0.0,0.0,0.0,10.0,55.0,0.0,202.0,751.0,1.0
00-0029141,2016,13,0.0,0.0,0.0,0.0,3.0,11.0,0.0,69.0,243.0,2.0
00-0029141,2017,13,0.0,0.0,0.0,0.0,7.0,45.0,0.0,115.0,547.0,1.0
00-0029141,2018,11,0.0,0.0,0.0,0.0,8.0,73.0,0.0,111.0,428.0,2.0
00-0029141,2019,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
00-0029141,2020,9,0.0,0.0,0.0,0.0,3.0,19.0,1.0,55.0,238.0,1.0
00-0030821,2014,16,0.0,0.0,0.0,0.0,51.0,677.0,8.0,0.0,0.0,0.0
00-0030821,2015,15,0.0,0.0,0.0,0.0,64.0,1031.0,10.0,0.0,0.0,0.0
00-0030821,2016,11,0.0,0.0,0.0,0.0,35.0,477.0,4.0,0.0,0.0,0.0
00-0030821,2017,10,0.0,0.0,0.0,0.0,39.0,484.0,2.0,0.0,0.0,0.0
00-0030821,2018,13,0.0,0.0,0.0,0.0,20.0,295.0,2.0,0.0,0.0,0.0
00-0030821,2019,14,0.0,0.0,0.0,0.0,32.0,416.0,2.0,0.0,0.0,0.0
00-0034521,2018,1,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0
00-0034521,2019,11,0.0,0.0,0.0,0.0,35.0,477.0,3.0,1.0,21.0,0.0
00-0034521,2020,10,0.0,0.0,0.0,0.0,33.0,451.0,3.0,2.0,17.0,0.0
00-0034521,2021,14,0.0,0.0,0.0,0.0,40.0,513.0,8.0,3.0,32.0,0.0
00-0034521,2022,15,0.0,0.0,0.0,0.0,60.0,788.0,7.0,2.0,0.0,0.0
00-0034521,2023,13,0.0,0.0,0.0,0.0,23.0,311.0,1.0,0.0,0.0,0.0
00-0031428,2014,10,0.0,0.0,0.0,0.0,48.0,550.0,2.0,0.0,0.0,0.0
00-0031428,2015,16,0.0,0.0,0.0,0.0,80.0,1400.0,16.0,0.0,0.0,0.0
00-0031428,2016,16,0.0,0.0,0.0,0.0,73.0,885.0,7.0,0.0,0.0,0.0
00-0031428,2017,1,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0
00-0031428,2018,13,0.0,0.0,0.0,0.0,55.0,754.0,4.0,1.0,9.0,0.0
00-0031428,2019,16,0.0,0.0,0.0,0.0,98.0,1147.0,7.0,1.0,2.0,0.0
00-0031428,2020,16,0.0,0.0,0.0,0.0,102.0,1250.0,6.0,1.0,-1.0,0.0
00-0031428,2021,12,0.0,0.0,0.0,0.0,38.0,412.0,1.0,0.0,0.0,0.0
00-0031428,2022,10,0.0,0.0,0.0,0.0,33.0,339.0,3.0,0.0,0.0,0.0
00-0031428,2023,14,0.0,0.0,0.0,0.0,34.0,280.0,0.0,0.0,0.0,0.0
00-0029137,2012,10,0.0,0.0,0.0,0.0,24.0,367.0,3.0,0.0,0.0,0.0
00-0029137,2013,16,0.0,0.0,0.0,0.0,89.0,1423.0,8.0,16.0,105.0,0.0
00-0029137,2014,16,0.0,0.0,0.0,0.0,85.0,1133.0,10.0,6.0,33.0,0.0
00-0029137,2015,9,0.0,0.0,0.0,0.0,54.0,807.0,6.0,0.0,0.0,0.0
00-0029137,2016,12,0.0,0.0,0.0,0.0,52.0,821.0,2.0,0.0,0.0,0.0
00-0029137,2017,16,0.0,0.0,0.0,0.0,57.0,793.0,9.0,0.0,0.0,0.0
00-0029137,2018,13,0.0,0.0,0.0,0.0,65.0,840.0,6.0,0.0,0.0,0.0
00-0029137,2019,9,0.0,0.0,0.0,0.0,43.0,490.0,4.0,1.0,2.0,1.0
00-0029137,2020,7,0.0,0.0,0.0,0.0,6.0,115.0,1.0,0.0,0.0,0.0
00-0033906,2017,16,0.0,0.0,0.0,0.0,81.0,826.0,5.0,121.0,730.0,8.0
00-0033906,2018,15,0.0,0.0,0.0,0.0,81.0,709.0,4.0,197.0,889.0,14.0
00-0033906,2019,14,13.0,0.0,0.0,1.0,81.0,533.0,1.0,171.0,797.0,5.0
00-0033906,2020,15,0.0,0.0,0.0,0.0,83.0,756.0,5.0,187.0,932.0,16.0
00-0033906,2021,13,0.0,0.0,0.0,0.0,47.0,439.0,5.0,241.0,898.0,4.0
00-0033906,2022,15,0.0,0.0,0.0,0.0,57.0,490.0,2.0,223.0,897.0,3.0
00-0033906,2023,13,0.0,0.0,0.0,0.0,75.0,468.0,1.0,182.0,698.0,5.0
00-0033937,2017,8,0.0,0.0,0.0,0.0,8.0,71.0,0.0,0.0,0.0,0.0
00-0031544,2018,9,0.0,0.0,0.0,0.0,75.0,1005.0,7.0,2.0,20.0,0.0
00-0031544,2019,16,0.0,0.0,0.0,0.0,79.0,1189.0,8.0,1.0,6.0,0.0
00-0031544,2020,16,0.0,0.0,0.0,0.0,92.0,1114.0,5.0,7.0,16.0,0.0
00-0031544,2021,15,0.0,0.0,0.0,0.0,68.0,865.0,8.0,0.0,0.0,0.0
00-0031544,2022,17,0.0,0.0,1.0,0.0,78.0,1160.0,9.0,0.0,0.0,0.0
00-0031544,2023,15,0.0,0.0,0.0,0.0,72.0,1252.0,5.0,0.0,0.0,0.0
00-0036991,2021,4,0.0,0.0,0.0,0.0,4.0,45.0,0.0,1.0,11.0,0.0
00-0036991,2022,4,0.0,0.0,0.0,0.0,16.0,210.0,1.0,2.0,7.0,0.0
00-0036991,2023,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0032104,2015,16,0.0,0.0,0.0,0.0,25.0,183.0,1.0,143.0,597.0,2.0
00-0032104,2016,2,0.0,0.0,0.0,0.0,5.0,57.0,1.0,18.0,101.0,0.0
00-0032104,2017,14,0.0,0.0,0.0,0.0,25.0,162.0,1.0,165.0,552.0,4.0
00-0032104,2018,2,0.0,0.0,0.0,0.0,3.0,28.0,0.0,1.0,1.0,0.0
00-0032104,2019,11,0.0,0.0,0.0,0.0,15.0,88.0,1.0,23.0,115.0,0.0
00-0032104,2020,6,0.0,0.0,0.0,0.0,8.0,58.0,2.0,8.0,42.0,0.0
00-0032104,2021,10,0.0,0.0,0.0,0.0,38.0,289.0,2.0,51.0,166.0,0.0
00-0032104,2022,13,0.0,0.0,0.0,0.0,25.0,211.0,1.0,4.0,20.0,0.0
00-0032104,2023,15,0.0,0.0,0.0,0.0,19.0,131.0,0.0,15.0,89.0,0.0
00-0036963,2021,16,0.0,0.0,0.0,0.0,90.0,916.0,5.0,7.0,61.0,1.0
00-0036963,2022,16,0.0,0.0,0.0,0.0,106.0,1175.0,6.0,9.0,95.0,0.0
00-0036963,2023,16,-8.0,0.0,0.0,0.0,119.0,1515.0,11.0,4.0,24.0,0.0
00-0027094,2012,8,0.0,0.0,0.0,0.0,12.0,86.0,0.0,74.0,387.0,8.0
00-0027094,2013,8,0.0,0.0,0.0,0.0,20.0,103.0,0.0,140.0,494.0,3.0
00-0026237,2012,3,0.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,14.0,0.0
00-0026237,2013,12,0.0,0.0,0.0,0.0,16.0,200.0,3.0,1.0,7.0,0.0
00-0026237,2014,8,0.0,0.0,0.0,0.0,5.0,47.0,0.0,0.0,0.0,0.0
00-0026237,2015,12,0.0,0.0,0.0,0.0,10.0,72.0,2.0,1.0,3.0,0.0
00-0030287,2013,15,0.0,0.0,0.0,0.0,39.0,371.0,1.0,118.0,652.0,3.0
00-0030287,2014,12,0.0,0.0,0.0,0.0,46.0,395.0,2.0,201.0,660.0,3.0
00-0030287,2015,10,0.0,0.0,0.0,0.0,15.0,148.0,0.0,45.0,289.0,3.0
00-0030287,2016,13,0.0,0.0,0.0,0.0,12.0,85.0,0.0,34.0,96.0,0.0
00-0030287,2017,8,0.0,0.0,0.0,0.0,39.0,369.0,1.0,20.0,55.0,1.0
00-0028263,2012,2,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,0.0,0.0
00-0028263,2017,10,0.0,0.0,0.0,0.0,13.0,120.0,3.0,0.0,0.0,0.0
00-0028263,2018,10,0.0,0.0,0.0,0.0,13.0,162.0,0.0,0.0,0.0,0.0
00-0022044,2012,16,0.0,0.0,0.0,0.0,112.0,1598.0,4.0,0.0,0.0,0.0
00-0022044,2013,16,0.0,0.0,0.0,0.0,109.0,1407.0,6.0,0.0,0.0,0.0
00-0022044,2014,15,0.0,0.0,0.0,0.0,85.0,936.0,4.0,0.0,0.0,0.0
00-0022044,2015,16,0.0,0.0,0.0,0.0,41.0,503.0,4.0,0.0,0.0,0.0
00-0022044,2016,6,0.0,0.0,0.0,0.0,9.0,85.0,2.0,0.0,0.0,0.0
00-0033705,2019,7,0.0,0.0,0.0,0.0,6.0,56.0,0.0,0.0,0.0,0.0
00-0027691,2012,15,0.0,0.0,0.0,0.0,64.0,759.0,6.0,4.0,29.0,0.0
00-0027691,2013,16,0.0,0.0,0.0,0.0,43.0,471.0,2.0,0.0,0.0,0.0
00-0027691,2014,16,0.0,0.0,0.0,0.0,36.0,453.0,2.0,2.0,21.0,0.0
00-0027691,2015,7,0.0,0.0,0.0,0.0,11.0,135.0,0.0,0.0,0.0,0.0
00-0027691,2016,13,0.0,0.0,0.0,0.0,14.0,188.0,1.0,0.0,0.0,0.0
00-0027691,2017,4,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
00-0027691,2018,7,0.0,0.0,0.0,0.0,10.0,79.0,1.0,2.0,20.0,0.0
00-0027691,2019,5,0.0,0.0,0.0,0.0,3.0,20.0,0.0,1.0,7.0,0.0
00-0027691,2020,3,0.0,0.0,0.0,0.0,4.0,34.0,0.0,1.0,-3.0,0.0
00-0027691,2021,3,0.0,0.0,0.0,0.0,1.0,35.0,0.0,3.0,19.0,0.0
00-0031055,2014,16,0.0,0.0,0.0,0.0,18.0,130.0,0.0,217.0,721.0,7.0
00-0031055,2015,16,0.0,0.0,0.0,0.0,1.0,7.0,0.0,89.0,259.0,1.0
00-0031055,2017,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,25.0,0.0
00-0038619,2023,9,0.0,0.0,0.0,0.0,15.0,116.0,4.0,0.0,0.0,0.0
00-0029668,2012,16,4128.0,26.0,18.0,0.513,0.0,0.0,0.0,43.0,270.0,5.0
00-0029668,2013,16,3603.0,25.0,9.0,0.564,0.0,0.0,0.0,48.0,390.0,4.0
00-0029668,2014,16,4600.0,44.0,16.0,0.589,0.0,0.0,0.0,50.0,285.0,4.0
00-0029668,2015,7,1795.0,15.0,12.0,0.526,0.0,0.0,0.0,27.0,202.0,0.0
00-0029668,2016,15,3976.0,34.0,13.0,0.59,0.0,0.0,0.0,49.0,356.0,2.0
00-0029668,2018,16,4463.0,42.0,15.0,0.653,1.0,4.0,0.0,29.0,164.0,1.0
